Day,EUR sellers,USD sellers,USD to EUR rate
61,0.224666666667,0.178333333333,1.0
62,0.222333333333,0.1815,0.998954715367
63,0.219833333333,0.186166666667,0.997920883092
64,0.219,0.195166666667,0.996909830056
65,0.214666666667,0.196166666667,0.995932633569
66,0.218333333333,0.201333333333,0.995
67,0.219333333333,0.204333333333,0.994122147477
68,0.222833333333,0.208333333333,0.993308693936
69,0.215833333333,0.212333333333,0.992568551745
70,0.2145,0.218333333333,0.991909830056
71,0.218166666667,0.2225,0.991339745962
72,0.2145,0.228833333333,0.990864545424
73,0.207,0.233833333333,0.990489434837
74,0.200333333333,0.238,0.990218523993
75,0.191666666667,0.241333333333,0.990054781046
76,0.189333333333,0.247166666667,0.99
77,0.1915,0.250166666667,0.990054781046
78,0.1885,0.255333333333,0.990218523993
79,0.170666666667,0.259833333333,0.990489434837
80,0.171333333333,0.268333333333,0.990864545424
81,0.169666666667,0.271,0.991339745962
82,0.167166666667,0.272833333333,0.991909830056
83,0.162833333333,0.2775,0.992568551745
84,0.161833333333,0.2805,0.993308693936
85,0.161833333333,0.275,0.994122147477
86,0.164666666667,0.264666666667,0.995
87,0.1665,0.259833333333,0.995932633569
88,0.169,0.253166666667,0.996909830056
89,0.1755,0.2455,0.997920883092
90,0.175166666667,0.2435,0.998954715367
91,0.179666666667,0.235666666667,1.0
92,0.184,0.230666666667,1.00104528463
93,0.187833333333,0.227666666667,1.00207911691
94,0.191333333333,0.228,1.00309016994
95,0.195,0.228833333333,1.00406736643
96,0.201166666667,0.226333333333,1.005
97,0.205833333333,0.225,1.00587785252
98,0.210166666667,0.218833333333,1.00669130606
99,0.214166666667,0.2115,1.00743144825
100,0.220833333333,0.209666666667,1.00809016994
101,0.2235,0.201166666667,1.00866025404
102,0.229333333333,0.188666666667,1.00913545458
103,0.233666666667,0.183166666667,1.00951056516
104,0.2385,0.179333333333,1.00978147601
105,0.243833333333,0.168166666667,1.00994521895
106,0.247,0.169166666667,1.01
107,0.251833333333,0.152333333333,1.00994521895
108,0.257166666667,0.140666666667,1.00978147601
109,0.261,0.132166666667,1.00951056516
110,0.265166666667,0.129666666667,1.00913545458
111,0.267333333333,0.13,1.00866025404
112,0.268833333333,0.129666666667,1.00809016994
113,0.268666666667,0.129333333333,1.00743144825
114,0.268833333333,0.131,1.00669130606
115,0.2725,0.131666666667,1.00587785252
116,0.274166666667,0.133166666667,1.005
117,0.280333333333,0.135166666667,1.00406736643
118,0.285,0.137166666667,1.00309016994
119,0.268666666667,0.141166666667,1.00207911691
120,0.263333333333,0.145,1.00104528463
121,0.264833333333,0.151833333333,1.0
122,0.255833333333,0.154166666667,0.998954715367
123,0.248,0.16,0.997920883092
124,0.224,0.162833333333,0.996909830056
125,0.221666666667,0.167666666667,0.995932633569
126,0.215,0.173666666667,0.995
127,0.2175,0.178833333333,0.994122147477
128,0.219166666667,0.187833333333,0.993308693936
129,0.220166666667,0.192,0.992568551745
130,0.214,0.194833333333,0.991909830056
131,0.2045,0.2,0.991339745962
132,0.183,0.205,0.990864545424
133,0.179666666667,0.209333333333,0.990489434837
134,0.177333333333,0.214166666667,0.990218523993
135,0.1765,0.218166666667,0.990054781046
136,0.1645,0.222833333333,0.99
137,0.157166666667,0.228333333333,0.990054781046
138,0.159,0.2345,0.990218523993
139,0.1425,0.237,0.990489434837
140,0.128333333333,0.240666666667,0.990864545424
141,0.131,0.242,0.991339745962
142,0.133666666667,0.242833333333,0.991909830056
143,0.1385,0.241666666667,0.992568551745
144,0.137,0.241333333333,0.993308693936
145,0.138166666667,0.241833333333,0.994122147477
146,0.1415,0.237833333333,0.995
147,0.1435,0.232333333333,0.995932633569
148,0.147166666667,0.233,0.996909830056
149,0.151,0.2375,0.997920883092
150,0.156333333333,0.243,0.998954715367
151,0.160833333333,0.239,1.0
152,0.169166666667,0.2335,1.00104528463
153,0.173,0.221,1.00207911691
154,0.177333333333,0.224833333333,1.00309016994
155,0.181166666667,0.225166666667,1.00406736643
156,0.1855,0.2215,1.005
157,0.1915,0.2245,1.00587785252
158,0.195833333333,0.219166666667,1.00669130606
159,0.201,0.218,1.00743144825
160,0.205,0.2075,1.00809016994
161,0.2105,0.204666666667,1.00866025404
162,0.215833333333,0.1935,1.00913545458
163,0.220833333333,0.195166666667,1.00951056516
164,0.224833333333,0.187666666667,1.00978147601
165,0.232,0.190166666667,1.00994521895
166,0.237666666667,0.1855,1.01
167,0.242666666667,0.168333333333,1.00994521895
168,0.2475,0.157166666667,1.00978147601
169,0.251,0.146,1.00951056516
170,0.2595,0.138333333333,1.00913545458
171,0.259666666667,0.136833333333,1.00866025404
172,0.265166666667,0.138666666667,1.00809016994
173,0.2675,0.140333333333,1.00743144825
174,0.265333333333,0.141333333333,1.00669130606
175,0.264666666667,0.143333333333,1.00587785252
176,0.261333333333,0.150666666667,1.005
177,0.261,0.156166666667,1.00406736643
178,0.266,0.158166666667,1.00309016994
179,0.274333333333,0.155333333333,1.00207911691
180,0.273,0.159,1.00104528463
181,0.27,0.163333333333,1.0
182,0.273166666667,0.1655,0.998954715367
183,0.263166666667,0.168666666667,0.997920883092
184,0.261,0.172,0.996909830056
185,0.261,0.175666666667,0.995932633569
186,0.258833333333,0.180333333333,0.995
187,0.251666666667,0.184166666667,0.994122147477
188,0.246333333333,0.190666666667,0.993308693936
189,0.250166666667,0.197833333333,0.992568551745
190,0.2505,0.199666666667,0.991909830056
191,0.246833333333,0.203833333333,0.991339745962
192,0.244,0.209333333333,0.990864545424
193,0.227166666667,0.2145,0.990489434837
194,0.211833333333,0.219666666667,0.990218523993
195,0.212666666667,0.225166666667,0.990054781046
196,0.211,0.230833333333,0.99
197,0.203833333333,0.236333333333,0.990054781046
198,0.196666666667,0.241666666667,0.990218523993
199,0.188166666667,0.245,0.990489434837
