Day,EUR sellers,USD sellers,USD to EUR rate
61,0.311,0.314333333333,1.0
62,0.308833333333,0.315,1.0
63,0.3095,0.315,1.0
64,0.31,0.320666666667,1.0
65,0.308333333333,0.318333333333,1.0
66,0.307166666667,0.319333333333,1.0
67,0.307,0.318166666667,1.0
68,0.310333333333,0.317333333333,1.0
69,0.308166666667,0.317833333333,1.0
70,0.309333333333,0.318,1.0
71,0.310833333333,0.318,1.0
72,0.311166666667,0.319,1.0
73,0.311333333333,0.319166666667,1.0
74,0.313,0.3185,1.0
75,0.309166666667,0.3165,1.0
76,0.309833333333,0.317833333333,1.0
77,0.312,0.315,1.0
78,0.308833333333,0.316166666667,1.0
79,0.308833333333,0.315833333333,1.0
80,0.308666666667,0.319,1.0
81,0.308,0.318,1.0
82,0.308333333333,0.316,1.0
83,0.309333333333,0.317166666667,1.0
84,0.307666666667,0.315,1.0
85,0.3065,0.314166666667,1.0
86,0.308333333333,0.314,1.0
87,0.308333333333,0.313833333333,1.0
88,0.308333333333,0.311833333333,1.0
89,0.313,0.311333333333,1.0
90,0.309666666667,0.310833333333,1.0
91,0.307333333333,0.310333333333,1.0
92,0.3075,0.3115,1.0
93,0.3075,0.312333333333,1.0
94,0.308166666667,0.311833333333,1.0
95,0.3085,0.312166666667,1.0
96,0.309666666667,0.310833333333,1.0
97,0.309666666667,0.309333333333,1.0
98,0.310166666667,0.308833333333,1.0
99,0.308833333333,0.306333333333,1.0
100,0.309333333333,0.306333333333,1.0
101,0.307166666667,0.305,1.0
102,0.307166666667,0.304833333333,1.0
103,0.306166666667,0.3025,1.0
104,0.3065,0.304333333333,1.0
105,0.308166666667,0.304833333333,1.0
106,0.305666666667,0.306166666667,1.0
107,0.306666666667,0.3055,1.0
108,0.307833333333,0.306666666667,1.0
109,0.3085,0.3065,1.0
110,0.3075,0.3065,1.0
111,0.308166666667,0.306833333333,1.0
112,0.309,0.306,1.0
113,0.310166666667,0.305,1.0
114,0.311,0.305,1.0
115,0.311666666667,0.303333333333,1.0
116,0.313,0.3025,1.0
117,0.3145,0.301666666667,1.0
118,0.314,0.300666666667,1.0
119,0.312,0.301333333333,1.0
120,0.313166666667,0.302666666667,1.0
121,0.3145,0.305166666667,1.0
122,0.314333333333,0.302833333333,1.0
123,0.315166666667,0.3035,1.0
124,0.3155,0.301166666667,1.0
125,0.317,0.301333333333,1.0
126,0.317333333333,0.301833333333,1.0
127,0.320166666667,0.303333333333,1.0
128,0.317,0.308166666667,1.0
129,0.317833333333,0.308166666667,1.0
130,0.315166666667,0.303166666667,1.0
131,0.313666666667,0.304166666667,1.0
132,0.314166666667,0.303166666667,1.0
133,0.3125,0.302833333333,1.0
134,0.3135,0.303666666667,1.0
135,0.312666666667,0.304333333333,1.0
136,0.312833333333,0.304666666667,1.0
137,0.313166666667,0.305333333333,1.0
138,0.3165,0.306333333333,1.0
139,0.313666666667,0.304833333333,1.0
140,0.314333333333,0.305,1.0
141,0.316833333333,0.304166666667,1.0
142,0.319166666667,0.304166666667,1.0
143,0.321666666667,0.3035,1.0
144,0.316833333333,0.304333333333,1.0
145,0.3165,0.302333333333,1.0
146,0.317666666667,0.3015,1.0
147,0.316,0.303,1.0
148,0.316833333333,0.3045,1.0
149,0.317166666667,0.304,1.0
150,0.319333333333,0.305333333333,1.0
151,0.319333333333,0.302333333333,1.0
152,0.323666666667,0.300333333333,1.0
153,0.323833333333,0.299166666667,1.0
154,0.323666666667,0.300166666667,1.0
155,0.3205,0.302833333333,1.0
156,0.319,0.3025,1.0
157,0.32,0.3035,1.0
158,0.319666666667,0.304666666667,1.0
159,0.320833333333,0.305166666667,1.0
160,0.319666666667,0.306,1.0
161,0.321,0.305333333333,1.0
162,0.320666666667,0.3065,1.0
163,0.320833333333,0.307833333333,1.0
164,0.319666666667,0.306833333333,1.0
165,0.321833333333,0.308,1.0
166,0.3235,0.305666666667,1.0
167,0.323833333333,0.3055,1.0
168,0.324333333333,0.305666666667,1.0
169,0.3235,0.305333333333,1.0
170,0.326666666667,0.306333333333,1.0
171,0.322666666667,0.306333333333,1.0
172,0.323333333333,0.308,1.0
173,0.322333333333,0.308833333333,1.0
174,0.3205,0.308666666667,1.0
175,0.3195,0.309,1.0
176,0.3165,0.314333333333,1.0
177,0.317,0.318,1.0
178,0.319166666667,0.318333333333,1.0
179,0.323166666667,0.309,1.0
180,0.316333333333,0.309333333333,1.0
181,0.316333333333,0.3105,1.0
182,0.319,0.308833333333,1.0
183,0.316,0.3075,1.0
184,0.315,0.3075,1.0
185,0.314666666667,0.307166666667,1.0
186,0.316166666667,0.306166666667,1.0
187,0.314833333333,0.3055,1.0
188,0.314833333333,0.307166666667,1.0
189,0.318333333333,0.309,1.0
190,0.320166666667,0.305,1.0
191,0.316833333333,0.303833333333,1.0
192,0.316,0.304166666667,1.0
193,0.317,0.304666666667,1.0
194,0.316333333333,0.304833333333,1.0
195,0.318333333333,0.306333333333,1.0
196,0.3155,0.307166666667,1.0
197,0.315666666667,0.307166666667,1.0
198,0.315666666667,0.306666666667,1.0
199,0.315666666667,0.3075,1.0
